numero_dpe;cout_total_5_usages_energie_n1;cout_chauffage_energie_n1;cout_ecs_energie_n1;cout_total_5_usages_energie_n2;cout_chauffage_energie_n2;cout_ecs_energie_n2;cout_total_5_usages energie_n3;cout_chauffage_energie_n3;cout_ecs_energie_n3;cout_total_5_usages;cout_chauffage;cout_ecs;cout_refroidissement;cout_eclairage;cout_auxiliaires
2238N0641250I;649.3;453.4;112.4;;;;;;;649.3;453.4;112.4;0;54.4;29
2238N0449426M;453.9;242.1;211.8;168.6;0;0;;;;513.2;242.1;211.8;0;150.8;17.7
2238N2810024S;264.6;65.3;199.3;105.4;0;0;;;;300.9;65.3;199.3;0;86.2;19.2
2238N2552516O;;;;;;;;;;;;;;;
"Rue de Nantes""";;;;;;;;;;;;;;;
2238N3112651F;160.4;159.8;0.6;84.3;2.8;0;;;;197.9;162.6;0.6;0;67.2;14.4
2338N2563122N;465;302;106;;;;;;;465;302;106;0;41;0
2338N1597769O;577;395;116;;;;;;;577;395;116;0;38;7
2138N0238457G;748;499;149;;;;;;;748;499;149;0;70;4
2238N2291299T;342.2;148.6;193.6;260.9;38;0;;;;454.9;186.7;193.6;0;148.6;74.3
2238N0423469D;191.5;79.6;111.9;112;0;0;;;;232.1;79.6;111.9;0;95.2;16.8
2138N0314709A;548.2;182.7;318.7;548.2;182.7;318.7;;;;548.2;182.7;318.7;0;28.1;18.7
2138N0196662T;;;;;;;;;;;;;;;
"Les Contamines - Quartier de Môles - BATIMENT A""";;;;;;;;;;;;;;;
2238N3117631T;209.6;208.7;0.9;247.1;13.3;233.8;112.9;4.5;0;508.3;226.5;234.7;0;92.9;15.5
2338N4082339Y;325.8;53.4;93.5;;;;;;;194.2;53.4;93.4;0;95.8;83.1
2438N0033130E;436.1;238.6;197.5;369.8;17.9;0;;;;546.3;256.6;197.5;0;203;148.9
2338N3248569W;549;358;115;;;;;;;549;358;115;0;59;3
2338N3869332J;603.1;226.3;376.9;147.5;9.9;0;;;;650.7;236.2;376.9;0;95.7;41.9
2238N0654293Z;39.5;0;39.5;96.3;96.3;0;205.3;56.8;0;244.3;153.1;39.5;0;106.9;41.6
2238N0182367Z;118.9;29.3;89.5;119.8;0;0;;;;166.3;29.3;89.5;0;119.8;0
2438N2097370A;552.4;279.2;191.2;552.4;279.2;191.2;;;;552.4;279.2;191.2;0;46.9;35.1
2338N2088041E;358.7;90.4;268.2;139.9;0;2.3;;;;411.9;90.4;270.5;0;114.7;22.9
2238N1464313P;566;390;176;159;55;4;;;;725;445;180;0;63;11
2238N1959322K;;;;;;;;;;;;;;;
LUCIE PELLAT;;;;;;;;;;;;;;;
"210 RUE DES GENERAL DEGAULLE""";;;;;;;;;;;;;;;
2238N0241702C;457.9;280.4;177.4;148.7;5.4;2.7;;;;516.9;285.8;180.1;0;140.7;0
2238N0580640E;896.6;700;196.6;222.3;0;0;;;;975.4;700;196.6;0;210;12.4
2238N2283782Q;;;;;;;;;;;;;;;
"Le Bourg""";;;;;;;1275084.2;;;;;;;;
2338N2088074L;356.7;88.5;268.2;139.9;0;2.3;;;;410;88.5;270.5;0;114.7;22.9
2338N0801622N;407;235;102;;;;;;;407;235;102;0;31;14
2138N0420970Z;441.1;215.9;225.2;144.7;5.1;5.3;;;;511.5;220.9;230.6;0;103.7;30.5
2338N1706778F;456.8;255.9;200.9;85.3;19.2;0.8;;;;542.1;275.1;201.7;0;41.1;24.1
2438N2100245P;435.9;172.8;197.4;435.9;172.8;197.4;;;;435.9;172.8;197.4;0;36.3;29.5
2338N3992777G;348.5;183.4;165.1;199.6;0;0;;;;413.9;183.4;165.1;0;115.9;83.7
2238N0863820S;;;;;;;;;;;;;;;
"Rue Marguerite Rozand""";;;;;;;1220384.7;;;;;;;;
2338N1142086H;617.1;386.5;168.9;617.1;386.5;168.9;;;;617.1;386.5;168.9;0;48.3;13.4
2238N1932712Y;457.1;296.8;160.2;119.2;4.8;2.3;;;;504.3;301.6;162.6;0;112.1;0
2438N1088745T;655.2;485.2;170;332.7;0;0;;;;763.3;485.2;170;0;226.2;106.5
2238N2265188M;147.8;4.3;143.5;197.1;66.4;0;;;;272.4;70.7;143.4;0;99.3;31.4
2338N2542497G;490.7;186.3;139;;;;;;;392;186.3;139;19.5;145.9;0
2138N0832086D;661;377;204;;;;;;;661;377;204;0;60;20
2238N1727427J;270.7;142.4;128.3;215.2;0;0;;;;340.9;142.4;128.3;0;121.1;94.2
2238N0821256Q;606.4;449.1;157.3;194.9;0;0;;;;678.7;449.1;157.3;0;173.3;21.7
2338N1191219A;739.8;333.9;231.3;739.8;333.9;231.3;;;;739.8;333.9;231.3;0;69.5;105.1
2438N2154450K;275.9;103.3;172.6;191.5;0;0;;;;341.1;103.3;172.6;0;133.2;58.3
2238N0541899D;517.7;323.7;194;174.5;0;0;;;;580.2;323.7;194;0;174.5;0
2438N0229059X;503.3;337.5;165.9;299.3;0;0;;;;599.1;337.5;165.9;0;185.8;113.5
2238N0533032C;560.8;396.8;164;186.7;0;0;;;;636;396.8;164;0;166;20.7
2238N0772473J;451.9;451.9;0;155.8;0;0;;;;515.7;451.9;0;0;146.6;9.2
2138N0878553I;6349;3209.1;3139.9;1248.7;81.7;58.4;;;;364.2;174.7;162;0;26;1.4
2238N1330899H;800.7;620.3;180.4;180.6;0;0;;;;869.5;620.3;180.4;0;169.3;11.3
2238N1313916C;326.6;170.1;156.5;120.6;3.2;4.8;;;;378.1;173.4;161.2;0;112.6;0
2238N1312823B;590.6;371.2;219.4;243.6;7.5;6.1;;;;694.4;378.7;225.4;0;230.1;0
2338N4066386J;383.7;141.2;242.5;53.9;9.4;1;;;;437.6;150.6;243.6;0;29;14.5
2138N1007625Q;647.5;452.3;100.5;;;;;;;647.5;452.3;100.5;32.5;44.3;17.7
2238N0164821D;201.8;61.4;140.4;181.6;0;0;;;;278.6;61.4;140.4;0;181.6;0
2438N1370113P;270.5;38.1;116;;;;;;;277.4;38.1;116;0;98.9;17.5
2338N3153573E;623;363;167;;;;;;;623;363;167;0;56;15
2338N0977873K;419.2;106.4;312.8;209.8;0;2.4;;;;491.1;106.4;315.2;0;127.7;79.8
2338N0952146X;161.8;82.8;79;141.5;0;0;;;;205.2;82.8;79;0;92.3;49.2
2338N1674239S;;;;;;;;;;;;;;;
Bâtiment B;;;;;;;;;;;;;;;
"71 avenue de Claix""";;;;;;;;;;;;;;;
2238N1217600Q;207.6;37.8;169.7;360.8;112.1;1;;;;568.4;149.9;170.7;85.3;88.4;74
2338N3992706N;325.1;178.9;146.2;154.9;0;0;;;;375.8;178.9;146.2;0;89.9;64.9
2338N0688363K;;;;;;;;;;;;;;;
"2 Rue du Muret""";;;;;;;;;;;;;;;
2438N0355124O;297.5;133.2;164.2;234.8;10;0;;;;366.4;143.3;164.2;0;129.7;95.1
2238N3118673V;154.6;153.9;0.7;217.2;9.7;207.4;90;3;0;413.1;166.6;208.1;0;75.7;11.4
2238N0543095D;356.7;180.1;176.6;145.8;0;0;;;;410.8;180.1;176.6;0;145.8;0
2338N3871523Q;287.9;198.6;89.3;352.7;156.1;1.1;;;;549.1;354.7;90.4;0;162.9;32.6
2338N4400126N;630.4;460.1;170.2;164.6;0;0;;;;688.7;460.1;170.2;0;155.5;9.1
2338N3466338P;396.8;222.4;174.4;148.5;0;0;;;;448.5;222.4;174.4;0;133.6;14.8
2238N2313098E;494.8;305.2;189.7;214.2;73.6;2.7;;;;613.6;378.7;192.4;0;137.9;0
2138N0895520X;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2238N2809901Z;238.5;125.2;113.3;99.9;0;0;;;;274.8;125.2;113.3;0;93.7;6.2
2338N0241534R;296.5;127.2;87.3;;;;;;;296.5;127.2;87.3;0;41.9;40.1
2238N1366365J;540;350;114;;;;;;;540;350;114;0;51;9
2438N1668633D;823.2;397.9;288.1;;;;;;;823.2;397.9;288.1;4.6;82.3;50.3
2238N0519870W;620.4;216.6;155.5;;;;;;;448.6;216.6;155.5;0;186.2;62.1
2238N1155467X;18646;10780;7866;2745;217;217;;;;21391;10997;8083;0;1846;0
2438N1969414Q;504.8;312.5;117.8;;;;;;;504.8;312.5;117.8;0;45.7;28.8
2438N2152784I;258;116.1;141.9;134.1;0;0;;;;304.3;116.1;141.9;0;102.2;31.9
2138N0230899O;550.4;296.5;253.9;69.9;0;0;;;;635.8;296.5;253.9;0;66;3.9
2438N1139353F;;;;;;;;;;;;;;;
Bâtiment D;;;;;;;;;;;;;;;
" 67 avenue de Claix""";;;;;;;1121887;;;;;;;;
2238N3113657X;98.4;98.4;0;491.1;282.6;146.2;;;;589.5;381;146.2;0;43.8;18.5
2438N1119727J;415;221;129;;;;;;;415;221;129;0;39;11
2238N0243825T;507;307;154;;;;;;;507;307;154;0;34;0
2438N1111982M;307.6;117.7;190;200.6;0;0;;;;377.9;117.7;190;0;142.1;58.5
2138N0944506Z;673;373;225;;;;;;;673;373;225;0;56;19
2338N3347747K;390;210;110;;;;;;;390;210;110;0;40;15
2338N0924555S;;;;;;;;;;;;;;;
" Rue De L'eglise""";;;;;;;;;;;;;;;
2338N1955056J;;;;;;;;;;;;;;;
"9 chemin des seites""";;;;;;;;;;;;;;;
2238N2707875X;664.8;424.1;240.6;189.2;0;0;;;;738;424.1;240.6;0;189.2;0
2338N2564530R;437.2;229.6;207.6;174.7;0;0;;;;498.6;229.6;207.6;0;165.5;9.2
2238N0288218E;489.4;315.7;115;;;;;;;489.4;315.7;115;0;36.7;22
2238N1452709H;202.8;57.3;145.6;141.9;0;0;;;;362.8;57.3;145.6;0;134;7.9
2238N2898739V;552.2;256.5;235.8;552.2;256.5;235.8;;;;552.2;256.5;235.8;0;42.4;17.5
2238N1313753V;497.2;214.8;282.4;166.8;0;0;;;;556.3;214.8;282.4;0;148.3;18.5
2438N1024834Q;477;317;93;;;;;;;477;317;93;0;44;5
2238N0533651X;456.6;271.8;184.8;175;0;0;;;;529.5;271.8;184.8;0;164.1;10.9
2238N3118736G;144.2;143.5;0.6;202.5;9.1;193.4;83.9;2.8;0;385.3;155.4;194;0;70.6;10.6
2338N3714836F;291.3;140.2;151;113.3;0;0;;;;332.4;140.2;151;0;107.7;5.7
2338N4152830D;340.8;161.3;179.5;154.3;3.9;0;;;;398;165.2;179.5;0;150.4;0
2438N0587164E;534;335.1;198.9;191.2;0;0;;;;602.5;335.1;198.9;0;179.9;11.2
2438N1156715Z;430.9;258.8;172.1;239.7;64.7;0;;;;557.5;323.5;172.1;0;144.6;30.4
2138N0660141W;396.7;162.2;234.5;365.9;14.7;0;;;;549.6;176.8;234.5;0;225.8;125.4
2238N1126346W;375.9;149.1;226.8;60.6;3.1;3.8;;;;436.5;152.2;230.6;0;26;27.7
2238N1580925R;;;;;;;;;;;;;;;
"Résidence Gueta""";;;;;;;1190603.8;;;;;;;;
2438N0587174O;338.2;179.2;159;105.2;0;0;;;;376;179.2;159;0;99.1;6.2
2138N0646424H;441.7;253.5;188.2;141.5;5;0;;;;498.8;258.5;188.2;0;129.4;7.2
2238N1028617B;390;229.1;161;204.6;0;0;;;;459.3;229.1;161;0;136.4;68.2
2238N0541895Z;434.1;240.1;194;174.5;0;0;;;;496.6;240.1;194;0;174.5;0
2238N1635042C;412.2;221.6;190.6;115.5;0;0;;;;468.7;221.6;190.6;0;115.5;0
2238N0535847J;419.5;234.7;184.8;175;0;0;;;;492.5;234.7;184.8;0;164.1;10.9
2338N0688352Z;;;;;;;;;;;;;;;
"2 Rue du Muret""";;;;;;;;;;;;;;;
2438N1743378Y;629;344;189;;;;;;;629;344;189;19;45;32
2238N1155579F;260.4;108.9;151.4;99.3;2.2;4.2;;;;300.5;111.1;155.6;0;92.9;0
2238N1070653V;142.5;70.6;72;59;0;0;;;;166.5;70.6;72;0;44.2;14.7
2138N0483081W;164.1;89.7;74.4;88.3;0;0;;;;225.3;89.7;74.4;0;84.1;4.2
2438N2250994Q;376.5;205;171.5;153.5;0;0;;;;430.4;205;171.5;0;145.4;8.1
2238N0687700W;669.6;471.9;142.5;;;;;;;651;471.9;142.5;0;36.2;0.4
2238N2628481H;;;;;;;;;;;;;;;
"Rue de Nantes""";;;;;;;;;;;;;;;
2138N0915508R;711.2;387.5;248.1;711.2;387.5;248.1;;;;711.2;387.5;248.1;0;50.4;25.2
2238N3118700W;144.2;143.5;0.6;202.5;9.1;193.4;83.9;2.8;0;385.3;155.4;194;0;70.6;10.6
2338N3852779S;250.6;108.2;142.4;211.3;0;0;;;;321.7;108.2;142.4;0;143.7;67.6
2138N0792408B;445;285;100;;;;;;;445;285;100;0;44;3
2338N0996649O;233.4;119.5;113.9;204.1;0;0;;;;296;119.5;113.9;0;133.1;71
2338N0728479I;354.1;211.3;142.8;106.6;0;0;;;;395.3;211.3;142.8;0;100.7;5.9
2138N0987101G;433.1;262.5;107.6;;;;;;;433.1;262.5;107.6;0;47.2;15.7
2138N0197268B;;;;;;;;;;;;;;;
"Les Contamines - Quartier de Môles - BATIMENT B""";;;;;;;;;;;;;;;
2138N0655454P;209.9;82.4;127.4;245.2;0;0;;;;278.4;82.4;127.4;0;158.2;87
2338N3847618F;524;299;97;;;;;;;524;299;97;47;50;12
2238N0519713V;516.1;180.2;129.3;;;;;;;373.2;180.2;129.3;0;154.9;51.6
2138N0894667C;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2238N0760157R;;;;;;;;;;;;;;;
"RUE DES ECOLES""";;;;;;;1402108.7;;;;;;;;
2138N0952313G;582.1;406.3;124.6;;;;;;;563;406.3;124.6;0;31.8;0.5
2238N1914062Q;454.2;270;184.1;177.9;0;0;;;;528.4;270;184.1;0;166.8;11.1
2338N0086869A;454;271;112;;;;;;;454;271;112;0;46;3
2338N4400133U;460.3;290;170.3;164.8;0;0;;;;518.7;290;170.3;0;155.7;9.2
2238N1478880W;189;56.8;132.2;116.3;0;0;;;;231.1;56.8;132.2;0;110.5;5.8
2238N1182554S;221.1;86.3;134.8;151.9;0;0;;;;279.9;86.3;134.8;0;143.5;8.4
2238N0527095T;422;257;106;;;;;;;422;257;106;0;40;3
2238N1007672M;6537;3761;2776;1123;181;73;;;;7660;3942;2849;0;579;0
2138N1042689G;255.6;98;157.6;94.9;0;0;;;;289.2;98;157.6;0;84.3;10.5
2438N0211267P;197.7;53.6;144.1;189.6;0;0;;;;343.3;53.7;144.1;0;153.5;36.1
2238N1302755V;886.3;618.9;191.3;886.3;618.9;191.3;;;;886.3;618.9;191.3;14.4;39.1;22.6
2238N0978427R;55.6;0;55.6;140.8;49.9;0;;;;162.7;49.9;55.6;7.3;75.2;8.4
2338N2492341E;542;372;97;;;;;;;542;372;97;0;39;22
2338N4178576J;442.9;255.5;187.4;125.2;14.7;2.4;;;;507.1;270.2;189.9;0;108;0
2238N2279567N;;;;;;;;;;;;;;;
"Le Bourg""";;;;;;;1246046.2;;;;;;;;
2338N2339237O;379.9;132.5;247.4;104.1;0;0;;;;415.8;132.6;247.4;0;92.5;11.6
2438N2154503L;294.1;121.6;172.6;191.5;0;0;;;;359.4;121.6;172.6;0;133.2;58.3
2138N1008008J;626.9;429.6;129.7;;;;;;;626.9;429.6;129.7;0;45.9;21.6
2338N4433227Q;387.2;213;174.2;119.6;4.1;0;;;;433.2;217;174.2;0;115.6;0
2438N2096387F;279.4;89.4;147.3;279.4;89.4;147.3;;;;279.4;89.4;147.3;0;24.4;18.3
2238N2735905Z;380;213;97;;;;;;;380;213;97;0;44;5
2438N1426409V;447;252;130;;;;;;;447;252;130;0;40;7
2138N0713317C;538.1;271.4;163.1;;;;;;;538.1;271.4;163.1;0;47.1;56.5
2438N1223929D;375.4;184.5;191;121;0;0;;;;418.5;184.5;191;0;88;33
2138N0660119A;294.2;94.3;199.9;245.2;8.5;0;;;;395.9;102.8;199.9;0;152.1;84.5
2338N1680752F;;;;;;;;;;;;;;;
Bâtiment C;;;;;;;;;;;;;;;
"65 avenue de Claix""";;;;;;;;;;;;;;;
2238N0402642C;117.8;0;117.8;192.4;107.8;1.2;;;;289.4;107.8;119.1;14.9;68.5;0
2238N1727394C;270.7;142.4;128.3;215.2;0;0;;;;340.9;142.4;128.3;0;121.1;94.2
2238N1452728A;267.3;106;161.3;185.4;0;0;;;;476.4;106;161.3;0;175.1;10.3
2138N0483247G;814;552;153;;;;;;;814;552;153;0;79;5
2338N3901868T;423.6;146.7;277;139;0;0;;;;473.4;146.7;277;0;122.7;16.4
2238N0449394G;511.2;295.2;216;177.7;0;0;;;;573.8;295.2;216;0;159;18.7
2138N0622610J;435.7;207;228.7;223.8;0;0;;;;532.7;207;228.7;0;181.2;42.6
2138N0894452V;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2338N1317806T;657.8;480.3;107.1;;;;;;;657.8;480.3;107.1;0;48.9;21.4
2238N1008264G;343.4;175.4;168;97.7;7;0;;;;385;182.4;168;0;90.7;0
2238N1217587D;453.9;118.4;0.7;186.9;45.7;141.2;;;;640.8;164.2;141.9;115.3;119.5;100
2238N1217385J;209.7;37.8;172;364.6;111;1;;;;574.3;148.8;172.9;87;90.1;75.5
2238N0569120C;599.4;400.8;108.6;;;;;;;599.4;400.8;108.6;0;56.2;33.7
2238N2642093V;419.3;243.9;175.4;144.1;0;0;;;;470.3;243.9;175.4;0;144.1;0
2238N0901096K;129.2;63.5;65.6;54.2;0;0;;;;149.6;63.5;65.7;0;40.6;13.5
2238N1383607N;559.3;366.7;192.6;163.6;95.3;2.8;;;;722.9;462.1;195.4;0;47.3;18.1
2438N1111830Q;323;127.3;195.7;217.8;0;0;;;;399.3;127.3;195.7;0;154.3;63.5
2238N2291243P;353.8;179.2;174.6;209.8;45.9;0;;;;454.6;225.1;174.6;0;109.3;54.6
2438N1136567B;;;;;;;;;;;;;;;
Bâtiment C;;;;;;;;;;;;;;;
"65 avenue de Claix""";;;;;;;1227475.4;;;;;;;;
2338N4082304P;574.1;94.1;164.7;;;;;;;342.2;94.1;164.7;0;168.9;146.4
2138N0983034V;373;179.3;193.7;303.7;15.7;0;;;;483.8;195.1;193.6;0;178.8;109.2
2438N4431161F;105.2;39.5;0;;;;;;;407.1;160.3;181.1;0;48.2;17.5
2338N1036215I;388.5;153.6;234.9;248.1;26.7;5;;;;493.1;180.4;239.9;0;155.8;60.6
2238N0757084M;217.2;108.1;109.1;230.5;63.8;0;;;;339.1;171.9;109.2;0;120;46.7
2438N2096524M;412.5;176.1;173.4;412.5;176.1;173.4;;;;412.5;176.1;173.4;0;36;27
2238N0182395B;195.9;48.3;147.6;197.4;0;0;;;;274.2;48.3;147.6;0;197.4;0
2438N2198777H;397.7;224;173.8;182.6;0;0;;;;461.8;224;173.8;0;153.8;28.8
2238N3115696I;206.5;205.4;1.1;240.4;12.3;228.1;114.4;3.6;0;498.7;221.3;229.2;0;98.5;12.3
2238N0147043J;332.4;123.4;96.8;;;;;;;259.5;123.4;96.8;0;85.5;26.7
2238N1070718I;129.2;63.5;65.6;54.2;0;0;;;;149.6;63.5;65.7;0;40.6;13.5
2238N0580729P;614.7;437.8;176.9;174.3;0;0;;;;677.1;437.8;176.9;0;164.1;10.3
2338N0977901M;527.7;173.9;353.8;288.4;0;2.7;;;;626;173.9;356.5;0;175.8;109.9
2338N3010029G;444;267;107;;;;;;;444;267;107;0;39;12
2338N0336385U;675;414;167;;;;;;;675;414;167;0;63;31
2338N3565273U;286;286;0;339;77;198;;;;625;363;198;0;48;0
2238N2898732O;393.2;160.5;195.2;393.2;160.5;195.2;;;;393.2;160.5;195.2;0;26.6;10.9
2338N4532650P;328.9;154.1;174.8;101.6;3.5;6.1;;;;373.5;157.6;180.9;0;92;0
2438N3637702O;755.6;421.4;334.2;138.2;37.5;4;0;0;0;893.8;458.9;338.3;0;78.1;18.5
2238N0676790G;528;348;117;;;;;;;528;348;117;0;35;13
2238N2745042K;429;225;93;;;;;;;429;225;93;0;39;56
2238N2221062I;556.5;391.2;165.3;194.2;0;0;;;;619.9;391.2;165.3;0;194.2;0
2238N0327144I;385.6;173.4;212.1;220.8;1.9;1.8;;;;505.3;175.3;213.9;0;135.7;81.4
2338N2141653E;677;384;180;;;;;;;677;384;180;0;75;38
2338N2529421I;551;352;113;;;;;;;551;352;113;24;55;7
2338N2301283U;491;189;211;;;;;;;491;189;211;0;50;6
2438N0011123T;452;281;114;;;;;;;452;281;114;0;43;0
2138N0908496Z;506;310;123;;;;;;;506;310;123;0;39;0
2238N2809943P;268.4;74.6;193.7;99.4;0;0;;;;302.7;74.6;193.7;0;81.3;18.1
2138N0892590F;631;631;0;606;97;345;;;;1237;728;345;0;91;12
2438N0360285B;298.7;147.3;151.4;187;11.1;0;;;;355.9;158.4;151.4;0;101.5;74.4
2338N0790869Y;225.8;0;225.8;274;165.9;0;;;;430;165.9;225.8;0;84.1;24
2138N0858643O;562.6;153.9;314.5;;;;;;;507;153.9;314.5;0;88.7;5.5
2338N0912739G;541;357;106;;;;;;;541;357;106;0;49;12
2238N1155514S;408.3;225.3;183;157.7;4.5;5.1;;;;471.6;229.8;188;0;148.1;0
2238N2822852C;702;499;114;;;;;;;702;499;114;0;49;12
2238N0131413F;437;234.4;202.6;233.1;0;0;;;;516.4;234.4;202.6;0;198.1;35
2238N2358087N;177.9;66.2;111.7;151.9;0;0;;;;302.3;66.2;111.7;0;143.4;8.4
2238N0965235H;263.2;66.6;106.1;;;;;;;259.9;66.6;106.1;0;84.4;6
2338N1213762B;267.8;116.1;151.7;169.6;0;0;;;;326.2;116.1;151.7;0;152.7;17
2238N0131378W;406;223;183.1;181.3;0;0;;;;467.8;222.9;183.1;0;154.1;27.2
2338N2415306H;184.2;75.9;108.3;109.6;0;0;;;;223.1;75.9;108.3;0;97.4;12.2
2138N0368134V;537.1;312.7;224.4;111.4;0;0;;;;590.4;312.7;224.4;0;111.4;0
2338N3569626F;557.8;355.8;139.7;;;;;;;557.8;355.8;139.7;0;39.1;23.3
2238N2322859P;492.7;309.5;183.2;168.8;0;0;;;;551.9;309.5;183.2;0;159.9;8.9
2238N2283787V;;;;;;;;;;;;;;;
"Le Bourg""";;;;;;;1365709.8;;;;;;;;
2238N1313690K;482.5;210.5;272;146.1;0;0;;;;534.3;210.5;272;0;129.9;16.2
2338N4560753M;770;480;178;;;;;;;770;480;178;0;62;15
2238N0996116A;254.8;73.1;181.6;123.3;0;0;;;;297.3;73.1;181.6;0;99.8;23.5
2473N1236944B;;;;;;;;;;;;;;;
"38000 Grenoble""";;;;;;;;;;;;;;;
2338N4082309U;325.8;53.4;93.5;;;;;;;194.2;53.4;93.4;0;95.8;83.1
2338N0550059A;432.2;264.1;120;;;;;;;432.2;264.1;120;0;32;16
2238N0761051B;;;;;;;;;;;;;;;
"RUE DES ECOLES""";;;;;;;;;;;;;;;
2238N0577700C;538.9;359.4;179.6;231.8;34.6;0;;;;651.8;394;179.6;0;186.8;10.4
2438N0211189P;189.9;49.9;140;174.6;0;0;;;;324;49.9;140;0;141.4;33.3
2238N2809934G;278.5;79.3;199.2;105.3;0;0;;;;314.8;79.3;199.2;0;86.1;19.1
2438N1606219P;162.9;162.9;0;192.6;0;0;;;;233.5;162.9;0;0;192.6;0
2438N1606232C;143.8;143.8;0;152;0;0;;;;199.5;143.9;0;0;152;0
2438N1044834W;426.1;238.1;188;239.2;37;0;;;;534.1;275.1;188;0;180.9;21.3
2238N0446461L;512.1;300.6;211.5;229.1;42.2;4.8;;;;611.9;342.9;216.3;0;182.1;0
2238N2266903L;;;;;;;;;;;;;;;
"Le Bourg""";;;;;;;1345248.2;;;;;;;;
2138N0473896P;;;;;;;;;;;;;;;
"67/85bis Cours de la Libération""";;;;;;;;;;;;;;;
2338N3115964R;230.4;119.1;111.4;153.1;0;0;;;;280.1;119.1;111.4;0;91.8;61.2
2138N0489572N;635.4;303.9;145;;;;;;;635.4;303.9;145;0;62.2;124.3
2338N0922193W;336;169.7;166.3;182.9;0;0;;;;400.6;169.7;166.3;0;119.3;63.6
2338N4433236Z;596.2;391.2;205;186.2;7.4;0;;;;668.4;398.6;205;0;178.7;0
2238N1217348Y;214.2;41.5;172.7;372.4;120.3;1;;;;586.6;161.8;173.6;86.5;89.6;75
2138N0869949K;415;247;97;;;;;;;415;247;97;0;46;11
2438N0753829J;241.5;103.8;137.7;97.2;7.7;1.8;;;;295.2;111.6;139.5;0;83;4.6
2338N3871432D;272.7;177.5;95.2;367.5;139.5;1.2;;;;534;317;96.3;0;189;37.8
2338N0359699M;757;519;130;;;;;;;757;519;130;0;63;9
2238N1213025R;478;311;96;;;;;;;478;311;96;0;39;15
2238N1526557P;226.1;69.6;156.5;122;0;0;;;;276.3;69.6;156.5;0;76.2;45.7
2238N3020897F;;;;;;;;;;;;;;;
ILOT SUD;;;;;;;;;;;;;;;
LE GRAND PRE;;;;;;;;;;;;;;;
"ALLEE CHANTOURNES""";;;;;;;;;;;;;;;
2238N1412020I;141.9;0;141.9;431.9;306.3;1.5;;;;542.8;306.3;143.4;22.1;101.9;0
2338N0906324N;255.5;150.7;104.8;99.9;2.3;1.7;;;;370.8;152.9;106.5;0;80.8;15.2
2338N0835574J;636.8;405.8;231;116.9;10;6.7;;;;823.8;460.4;263.1;0;73.5;26.7
2238N1312843V;240.8;89.4;151.4;98.9;1.8;4.2;;;;283.3;91.2;155.6;0;92.9;0
2238N3118771P;233.3;232.2;1;327.7;14.7;313;135.8;4.5;0;623.4;251.4;314;0;114.2;17.1
2238N2855321X;260.9;127.2;133.8;152.5;0;0;;;;319.2;127.2;133.8;0;128.5;24.1
2138N0093410N;616;385;152;;;;;;;616;385;152;0;54;3
2238N1634158C;;;;;;;;;;;;;;;
"Lieu dit Glay""";;;;;;;;;;;;;;;
2238N3053829V;;;;;;;;;;;;;;;
"ZAC St Hubert""";;;;;;;;;;;;;;;
2338N0884835A;439.2;260.2;179;196.4;0;0;;;;507.5;260.2;179;0;176.8;19.6
2238N0247710E;252.7;138.5;114.2;96.9;0;0;;;;287.9;138.5;114.2;0;96.9;0
2338N1061498T;518;323.2;140.2;;;;;;;518;323.2;140.2;0;42.8;11.9
2438N3637692E;448.5;155;293.4;52.4;13.9;3.5;0;0;0;500.9;168.9;296.9;0;28.4;6.7
2238N0198331Z;122.4;0;122.4;289.9;210.4;0;;;;373.1;210.4;122.4;0;79.4;0
2338N4336059K;371.4;162.8;149.2;;;;;;;371.4;162.8;149.2;15.3;28.8;15.3
2438N0211134M;181.6;44.4;137.2;164.7;0;0;;;;308;44.4;137.2;0;133.3;31.4
2338N2492111I;497;317;101;;;;;;;497;317;101;0;52;10
2238N0060009X;;;;;;;;;;;;;;;
"18 Chemin de la Madeleine""";;;;;;;;;;;;;;;
2338N1681346B;;;;;;;;;;;;;;;
Bâtiment D;;;;;;;;;;;;;;;
" 67 avenue de Claix""";;;;;;;;;;;;;;;
2238N0943903V;579;319;159;;;;;;;579;319;159;0;52;33
2138N0894364L;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2238N0543087V;339.9;166.6;173.3;138.5;0;0;;;;391.3;166.6;173.3;0;138.5;0
2138N0660117Y;260.3;76.4;183.9;190.8;6.9;0;;;;339.6;83.4;183.9;0;118.2;65.7
2238N1070517P;143.1;70.9;72.3;59.2;0;0;;;;167.2;70.9;72.3;0;44.4;14.8
2238N2313092Y;526.4;316.7;209.7;255.4;76.3;3;;;;660;393;212.8;0;176.1;0
2238N0541829L;373.4;197.2;176.2;144.8;0;0;;;;427.1;197.2;176.2;0;144.8;0
2238N0952195T;398.3;201.1;197.2;160.7;28.7;5.2;;;;488.4;229.7;202.4;0;126.9;0
2438N2282341H;361.8;361.8;0;97.2;1.5;17.3;;;;459.1;363.3;17.3;0;48.3;30.2
